timestamp_s,y_position_mm,extrusion_steps_s
367902.595589,0.010,0.0
367902.595606,0.010,0.0
367902.595620,0.010,0.0
367902.595633,0.010,0.0
367902.595650,0.010,0.0
367902.595665,0.010,0.0
367902.595679,0.010,0.0
367902.595692,0.010,0.0
367902.595711,0.010,0.0
367902.595731,0.010,0.0
367902.595745,0.010,0.0
367902.595758,0.010,0.0
367902.595797,0.010,0.0
367902.595817,0.010,0.0
367902.595854,0.010,0.0
367902.595872,0.010,0.0
367902.595891,0.010,0.0
367902.595910,0.010,0.0
367902.595927,0.010,0.0
367902.595945,0.010,0.0
367902.595963,0.010,0.0
367902.595981,0.010,0.0
367902.595999,0.010,0.0
367902.604223,0.010,0.0
367902.604255,0.010,0.0
367902.604280,0.010,0.0
367902.604297,0.010,0.0
367902.604315,0.010,0.0
367902.604330,0.010,0.0
367902.604346,0.010,0.0
367902.604362,0.010,0.0
367902.604377,0.010,0.0
367902.604392,0.010,0.0
367902.604408,0.010,0.0
367902.604423,0.010,0.0
367902.604438,0.010,0.0
367902.604483,0.010,0.0
367902.604501,0.010,0.0
367902.604517,0.010,0.0
367902.604532,0.010,0.0
367902.604548,0.010,0.0
367902.604563,0.010,0.0
367902.604579,0.010,0.0
367902.604594,0.010,0.0
367902.604609,0.010,0.0
367902.604624,0.010,0.0
367902.604640,0.010,0.0
367902.604655,0.010,0.0
367902.604671,0.010,0.0
367902.604686,0.010,0.0
367902.604725,0.010,0.0
367902.604745,0.010,0.0
367902.604761,0.010,0.0
367902.604776,0.010,0.0
367902.604792,0.010,0.0
367902.604807,0.010,0.0
367902.604822,0.010,0.0
367902.604838,0.010,0.0
367902.604853,0.010,0.0
367902.604868,0.010,0.0
367902.604884,0.010,0.0
367902.604899,0.010,0.0
367902.604914,0.010,0.0
367902.604929,0.010,0.0
367902.604963,0.010,0.0
367902.604981,0.010,0.0
367902.604997,0.010,0.0
367902.605013,0.010,0.0
367902.605028,0.010,0.0
367902.605044,0.010,0.0
367902.605059,0.010,0.0
367902.605074,0.010,0.0
367902.605090,0.010,0.0
367902.605105,0.010,0.0
367902.605120,0.010,0.0
367902.605136,0.010,0.0
367902.605151,0.010,0.0
367902.605166,0.010,0.0
367902.605181,0.010,0.0
367902.605222,0.010,0.0
367902.605243,0.010,0.0
367902.605263,0.010,0.0
367902.605286,0.010,0.0
367902.605310,0.010,0.0
367902.605327,0.010,0.0
367902.605343,0.010,0.0
367902.605363,0.010,0.0
367902.605379,0.010,0.0
367902.605395,0.010,0.0
367902.605411,0.010,0.0
367902.605428,0.010,0.0
367902.605461,0.010,0.0
367902.605479,0.010,0.0
367902.605494,0.010,0.0
367902.605510,0.010,0.0
367902.605525,0.010,0.0
367902.605541,0.010,0.0
367902.605557,0.010,0.0
367902.605578,0.010,0.0
367902.605594,0.010,0.0
367902.605613,0.010,0.0
367902.605628,0.010,0.0
367902.605644,0.010,0.0
367902.605664,0.010,0.0
367902.605684,0.010,0.0
367902.605720,0.010,0.0
367902.605739,0.010,0.0
367902.605755,0.010,0.0
367902.605771,0.010,0.0
367902.605787,0.010,0.0
367902.605808,0.010,0.0
367902.605824,0.010,0.0
367902.605839,0.010,0.0
367902.605855,0.010,0.0
367902.605870,0.010,0.0
367902.605886,0.010,0.0
367902.605901,0.010,0.0
367902.605923,0.010,0.0
367902.605939,0.010,0.0
367902.605958,0.010,0.0
367902.605976,0.010,0.0
367902.605992,0.010,0.0
367902.606011,0.010,0.0
367902.606027,0.010,0.0
367902.606042,0.010,0.0
367902.606061,0.010,0.0
367902.606076,0.010,0.0
367902.606092,0.010,0.0
367902.606111,0.010,0.0
367902.606127,0.010,0.0
367902.606142,0.010,0.0
367902.606160,0.010,0.0
367902.606176,0.010,0.0
367902.606191,0.010,0.0
367902.606215,0.010,0.0
367902.606233,0.010,0.0
367902.606248,0.010,0.0
367902.606269,0.010,0.0
367902.606322,0.010,0.0
367902.606338,0.010,0.0
367902.606360,0.010,0.0
367902.606375,0.010,0.0
367902.606390,0.010,0.0
367902.606411,0.010,0.0
367902.606427,0.010,0.0
367902.606443,0.010,0.0
367902.606466,0.010,0.0
367902.606484,0.010,0.0
367902.606500,0.010,0.0
367902.606515,0.010,0.0
367902.606531,0.010,0.0
367902.606546,0.010,0.0
367902.606582,0.010,0.0
367902.606597,0.010,0.0
367902.606619,0.010,0.0
367902.606634,0.010,0.0
367902.606649,0.010,0.0
367902.606665,0.010,0.0
367902.606680,0.010,0.0
367902.606700,0.010,0.0
367902.606724,0.010,0.0
367902.606740,0.010,0.0
367902.606770,0.010,0.0
367902.606786,0.010,0.0
367902.606803,0.010,0.0
367902.606818,0.010,0.0
367902.606834,0.010,0.0
367902.606850,0.010,0.0
367902.606872,0.010,0.0
367902.606887,0.010,0.0
367902.606902,0.010,0.0
367902.606918,0.010,0.0
367902.606933,0.010,0.0
367902.606959,0.010,0.0
367902.606977,0.010,0.0
367902.606992,0.010,0.0
367902.607010,0.010,0.0
367902.607026,0.010,0.0
367902.607041,0.010,0.0
367902.607060,0.010,0.0
367902.607075,0.010,0.0
367902.607091,0.010,0.0
367902.607109,0.010,0.0
367902.607125,0.010,0.0
367902.607140,0.010,0.0
367902.607159,0.010,0.0
367902.607175,0.010,0.0
367902.607190,0.010,0.0
367902.607214,0.010,0.0
367902.607232,0.010,0.0
367902.607248,0.010,0.0
367902.607263,0.010,0.0
367902.607279,0.010,0.0
367902.607294,0.010,0.0
367902.607316,0.010,0.0
367902.607331,0.010,0.0
367902.607346,0.010,0.0
367902.607362,0.010,0.0
367902.607378,0.010,0.0
367902.607393,0.010,0.0
367902.607411,0.010,0.0
367902.607427,0.010,0.0
367902.607442,0.010,0.0
367902.607465,0.010,0.0
367902.607487,0.010,0.0
367902.607503,0.010,0.0
367902.607518,0.010,0.0
367902.607534,0.010,0.0
367902.607549,0.010,0.0
367902.607564,0.010,0.0
367902.607580,0.010,0.0
367902.607595,0.010,0.0
367902.607610,0.010,0.0
367902.607625,0.010,0.0
367902.607641,0.010,0.0
367902.607656,0.010,0.0
367902.607671,0.010,0.0
367902.607686,0.010,0.0
367902.607722,0.010,0.0
367902.607740,0.010,0.0
367902.607756,0.010,0.0
367902.607771,0.010,0.0
367902.607786,0.010,0.0
367902.607802,0.010,0.0
367902.607817,0.010,0.0
367902.607833,0.010,0.0
367902.607848,0.010,0.0
367902.607864,0.010,0.0
367902.607879,0.010,0.0
367902.607894,0.010,0.0
367902.607910,0.010,0.0
367902.607925,0.010,0.0
367902.607940,0.010,0.0
367902.607959,0.010,0.0
367902.607978,0.010,0.0
367902.607995,0.010,0.0
367902.608023,0.010,0.0
367902.608040,0.010,0.0
367902.608055,0.010,0.0
367902.608068,0.010,0.0
367902.608081,0.010,0.0
367902.608093,0.010,0.0
367902.608106,0.010,0.0
367902.608119,0.010,0.0
367902.608136,0.010,0.0
367902.608161,0.010,0.0
367902.608177,0.010,0.0
367902.608194,0.010,0.0
367902.608215,0.010,0.0
367902.608234,0.010,0.0
367902.608256,0.010,0.0
367902.608272,0.010,0.0
367902.608287,0.010,0.0
367902.608303,0.010,0.0
367902.608323,0.010,0.0
367902.608345,0.010,0.0
367902.608362,0.010,0.0
367902.608378,0.010,0.0
367902.608397,0.010,0.0
367902.608414,0.010,0.0
367902.608432,0.010,0.0
367902.608486,0.010,0.0
367902.608506,0.010,0.0
367902.608523,0.010,0.0
367902.608539,0.010,0.0
367902.608554,0.010,0.0
367902.608569,0.010,0.0
367902.608584,0.010,0.0
367902.608604,0.010,0.0
367902.608621,0.010,0.0
367902.608638,0.010,0.0
367902.608666,0.010,0.0
367902.608682,0.010,0.0
367902.608718,0.010,0.0
367902.608734,0.010,0.0
367902.608749,0.010,0.0
367902.608768,0.010,0.0
367902.608787,0.010,0.0
367902.608803,0.010,0.0
367902.608820,0.010,0.0
367902.608838,0.010,0.0
367902.608857,0.010,0.0
367902.608874,0.010,0.0
367902.608890,0.010,0.0
367902.608907,0.010,0.0
367902.608922,0.010,0.0
367902.608937,0.010,0.0
367902.608955,0.010,0.0
367902.608971,0.010,0.0
367902.608986,0.010,0.0
367902.609014,0.010,0.0
367902.609031,0.010,0.0
367902.609048,0.010,0.0
367902.609069,0.010,0.0
367902.609084,0.010,0.0
367902.609097,0.010,0.0
367902.609111,0.010,0.0
367902.609129,0.010,0.0
367902.609148,0.010,0.0
367902.609165,0.010,0.0
367902.609181,0.010,0.0
367902.609195,0.010,0.0
367902.609219,0.010,0.0
367902.609235,0.010,0.0
367902.609256,0.010,0.0
367902.609272,0.010,0.0
367902.609289,0.010,0.0
367902.609305,0.010,0.0
367902.609318,0.010,0.0
367902.609357,0.010,0.0
367902.609372,0.010,0.0
367902.609392,0.010,0.0
367902.609410,0.010,0.0
367902.609424,0.010,0.0
367902.609437,0.010,0.0
367902.609456,0.010,0.0
367902.609471,0.010,0.0
367902.609488,0.010,0.0
367902.609513,0.010,0.0
367902.609527,0.010,0.0
367902.609540,0.010,0.0
367902.609554,0.010,0.0
367902.609567,0.010,0.0
367902.609580,0.010,0.0
367902.609595,0.010,0.0
367902.609617,0.010,0.0
367902.609641,0.010,0.0
367902.609665,0.010,0.0
367902.609718,0.010,0.0
367902.609746,0.010,0.0
367902.609776,0.010,0.0
367902.609793,0.010,0.0
367902.609818,0.010,0.0
367902.609833,0.010,0.0
367902.609849,0.010,0.0
367902.609865,0.010,0.0
367902.609881,0.010,0.0
367902.609903,0.010,0.0
367902.609918,0.010,0.0
367902.609934,0.010,0.0
367902.609958,0.010,0.0
367902.609974,0.010,0.0
367902.609991,0.010,0.0
367902.610012,0.010,0.0
367902.610027,0.010,0.0
367902.610043,0.010,0.0
367902.610059,0.010,0.0
367902.610074,0.010,0.0
367902.610089,0.010,0.0
367902.610107,0.010,0.0
367902.610123,0.010,0.0
367902.610138,0.010,0.0
367902.610153,0.010,0.0
367902.610168,0.010,0.0
367902.610184,0.010,0.0
367902.610228,0.010,0.0
367902.610248,0.010,0.0
367902.610264,0.010,0.0
367902.610280,0.010,0.0
367902.610295,0.010,0.0
367902.610317,0.010,0.0
367902.610332,0.010,0.0
367902.610348,0.010,0.0
367902.610363,0.010,0.0
367902.610379,0.010,0.0
367902.610394,0.010,0.0
367902.610416,0.010,0.0
367902.610432,0.010,0.0
367902.610473,0.010,0.0
367902.610507,0.010,0.0
367902.610522,0.010,0.0
367902.610539,0.010,0.0
367902.610555,0.010,0.0
367902.610573,0.010,0.0
367902.610592,0.010,0.0
367902.610606,0.010,0.0
367902.610624,0.010,0.0
367902.610642,0.010,0.0
367902.610657,0.010,0.0
367902.610674,0.010,0.0
367902.610711,0.010,0.0
367902.610729,0.010,0.0
367902.610747,0.010,0.0
367902.610761,0.010,0.0
367902.610774,0.010,0.0
367902.610787,0.010,0.0
367902.610800,0.010,0.0
367902.610813,0.010,0.0
367902.610826,0.010,0.0
367902.610838,0.010,0.0
367902.610851,0.010,0.0
367902.610864,0.010,0.0
367902.610877,0.010,0.0
367902.610894,0.010,0.0
367902.610916,0.010,0.0
367902.610931,0.010,0.0
367902.610964,0.010,0.0
367902.610981,0.010,0.0
367902.611003,0.010,0.0
367902.611019,0.010,0.0
367902.611033,0.010,0.0
367902.611046,0.010,0.0
367902.611059,0.010,0.0
367902.611076,0.010,0.0
367902.611094,0.010,0.0
367902.611109,0.010,0.0
367902.611127,0.010,0.0
367902.611146,0.010,0.0
367902.611166,0.010,0.0
367902.611253,0.010,0.0
367902.611305,0.010,0.0
367902.611329,0.010,0.0
367902.611343,0.010,0.0
367902.611356,0.010,0.0
367902.611375,0.010,0.0
367902.611389,0.010,0.0
367902.611402,0.010,0.0
367902.611415,0.010,0.0
367902.611434,0.010,0.0
367902.611448,0.010,0.0
367902.611465,0.010,0.0
367902.611484,0.010,0.0
367902.611503,0.010,0.0
367902.611527,0.010,0.0
367902.611541,0.010,0.0
367902.611559,0.010,0.0
367902.611574,0.010,0.0
367902.611587,0.010,0.0
367902.611600,0.010,0.0
367902.611613,0.010,0.0
367902.611625,0.010,0.0
367902.611638,0.010,0.0
367902.611656,0.010,0.0
367902.611702,0.010,0.0
367902.611729,0.010,0.0
367902.611751,0.010,0.0
367902.611766,0.010,0.0
367902.611782,0.010,0.0
367902.611801,0.010,0.0
367902.611815,0.010,0.0
367902.611828,0.010,0.0
367902.611841,0.010,0.0
367902.611854,0.010,0.0
367902.611867,0.010,0.0
367902.611880,0.010,0.0
367902.611897,0.010,0.0
367902.611916,0.010,0.0
367902.611931,0.010,0.0
367902.611946,0.010,0.0
367902.611964,0.010,0.0
367902.611996,0.010,0.0
367902.612041,0.010,0.0
367902.612060,0.010,0.0
367902.612074,0.010,0.0
367902.612092,0.010,0.0
367902.612110,0.010,0.0
367902.612123,0.010,0.0
367902.612141,0.010,0.0
367902.612159,0.010,0.0
367902.612172,0.010,0.0
367902.612189,0.010,0.0
367902.612208,0.010,0.0
367902.612236,0.010,0.0
367902.612254,0.010,0.0
367902.612285,0.010,0.0
367902.612300,0.010,0.0
367902.612318,0.010,0.0
367902.612334,0.010,0.0
367902.612353,0.010,0.0
367902.612376,0.010,0.0
367902.612392,0.010,0.0
367902.612406,0.010,0.0
367902.612426,0.010,0.0
367902.612459,0.010,0.0
367902.612476,0.010,0.0
367902.612489,0.010,0.0
367902.612502,0.010,0.0
367902.612515,0.010,0.0
367902.612530,0.010,0.0
367902.612549,0.010,0.0
367902.612598,0.010,0.0
367902.612611,0.010,0.0
367902.612624,0.010,0.0
367902.612637,0.010,0.0
367902.612650,0.010,0.0
367902.612663,0.010,0.0
367902.612676,0.010,0.0
367902.612714,0.010,0.0
367902.612737,0.010,0.0
367902.612756,0.010,0.0
367902.612779,0.010,0.0
367902.612798,0.010,0.0
367902.612815,0.010,0.0
367902.612838,0.010,0.0
367902.612856,0.010,0.0
367902.612884,0.010,0.0
367902.612902,0.010,0.0
367902.612925,0.010,0.0
367902.612957,0.010,0.0
367902.612973,0.010,0.0
367902.612990,0.010,0.0
367902.613008,0.010,0.0
367902.613022,0.010,0.0
367902.613039,0.010,0.0
367902.613058,0.010,0.0
367902.613071,0.010,0.0
367902.613089,0.010,0.0
367902.613107,0.010,0.0
367902.613129,0.010,0.0
367902.613147,0.010,0.0
367902.613165,0.010,0.0
367902.613186,0.010,0.0
367902.613203,0.010,0.0
367902.613222,0.010,0.0
367902.613237,0.010,0.0
367902.613250,0.010,0.0
367902.613263,0.010,0.0
367902.613276,0.010,0.0
367902.613289,0.010,0.0
367902.613307,0.010,0.0
367902.613326,0.010,0.0
367902.613343,0.010,0.0
367902.613361,0.010,0.0
367902.613392,0.010,0.0
367902.613408,0.010,0.0
367902.613422,0.010,0.0
367902.613439,0.010,0.0
367902.613460,0.010,0.0
367902.613482,0.010,0.0
367902.613496,0.010,0.0
367902.613509,0.010,0.0
367902.613526,0.010,0.0
367902.613540,0.010,0.0
367902.613553,0.010,0.0
367902.613568,0.010,0.0
367902.613585,0.010,0.0
367902.613604,0.010,0.0
367902.613626,0.010,0.0
367902.613644,0.010,0.0
367902.613662,0.010,0.0
367902.613684,0.010,0.0
367902.613729,0.010,0.0
367902.613749,0.010,0.0
367902.613763,0.010,0.0
367902.613778,0.010,0.0
367902.613793,0.010,0.0
367902.613811,0.010,0.0
367902.613825,0.010,0.0
367902.613843,0.010,0.0
367902.613862,0.010,0.0
367902.613878,0.010,0.0
367902.613896,0.010,0.0
367902.613910,0.010,0.0
367902.613923,0.010,0.0
367902.613938,0.010,0.0
367902.613958,0.010,0.0
367902.613978,0.010,0.0
367902.613992,0.010,0.0
367902.614005,0.010,0.0
367902.614023,0.010,0.0
367902.614041,0.010,0.0
367902.614060,0.010,0.0
367902.614081,0.010,0.0
367902.614095,0.010,0.0
367902.614108,0.010,0.0
367902.614121,0.010,0.0
367902.614139,0.010,0.0
367902.614157,0.010,0.0
367902.614170,0.010,0.0
367902.614183,0.010,0.0
367902.614219,0.010,0.0
367902.614236,0.010,0.0
367902.614253,0.010,0.0
367902.614271,0.010,0.0
367902.614286,0.010,0.0
367902.614305,0.010,0.0
367902.614318,0.010,0.0
367902.614336,0.010,0.0
367902.614354,0.010,0.0
367902.614368,0.010,0.0
367902.614386,0.010,0.0
367902.614404,0.010,0.0
367902.614418,0.010,0.0
367902.614435,0.010,0.0
367902.614455,0.010,0.0
367902.614483,0.010,0.0
367902.614497,0.010,0.0
367902.614510,0.010,0.0
367902.614542,0.010,0.0
367902.614561,0.010,0.0
367902.614581,0.010,0.0
367902.614594,0.010,0.0
367902.614607,0.010,0.0
367902.614624,0.010,0.0
367902.614638,0.010,0.0
367902.614650,0.010,0.0
367902.614663,0.010,0.0
367902.614702,0.010,0.0
367902.614729,0.010,0.0
367902.614750,0.010,0.0
367902.614765,0.010,0.0
367902.614778,0.010,0.0
367902.614791,0.010,0.0
367902.614804,0.010,0.0
367902.614816,0.010,0.0
367902.614829,0.010,0.0
367902.614842,0.010,0.0
367902.614855,0.010,0.0
367902.614868,0.010,0.0
367902.614881,0.010,0.0
367902.614894,0.010,0.0
367902.614907,0.010,0.0
367902.614919,0.010,0.0
367902.614932,0.010,0.0
367902.614967,0.010,0.0
367902.614983,0.010,0.0
367902.614996,0.010,0.0
367902.615009,0.010,0.0
367902.615022,0.010,0.0
367902.615035,0.010,0.0
367902.615047,0.010,0.0
367902.615060,0.010,0.0
367902.615074,0.010,0.0
367902.615089,0.010,0.0
367902.615107,0.010,0.0
367902.615121,0.010,0.0
367902.615134,0.010,0.0
367902.615147,0.010,0.0
367902.615160,0.010,0.0
367902.615173,0.010,0.0
367902.615190,0.010,0.0
367902.615210,0.010,0.0
367902.615237,0.010,0.0
367902.615251,0.010,0.0
367902.615264,0.010,0.0
367902.615277,0.010,0.0
367902.615290,0.010,0.0
367902.615303,0.010,0.0
367902.615316,0.010,0.0
367902.615329,0.010,0.0
367902.615342,0.010,0.0
367902.615355,0.010,0.0
367902.615376,0.010,0.0
367902.615395,0.010,0.0
367902.615413,0.010,0.0
367902.615434,0.010,0.0
367902.615448,0.010,0.0
367902.615473,0.010,0.0
367902.615492,0.010,0.0
367902.615509,0.010,0.0
367902.615572,0.010,0.0
367902.615591,0.010,0.0
367902.615606,0.010,0.0
367902.615619,0.010,0.0
367902.615632,0.010,0.0
367902.615645,0.010,0.0
367902.615658,0.010,0.0
367902.615674,0.010,0.0
367902.615709,0.010,0.0
367902.615734,0.010,0.0
367902.615752,0.010,0.0
367902.615776,0.010,0.0
367902.615791,0.010,0.0
367902.615804,0.010,0.0
367902.615822,0.010,0.0
367902.615835,0.010,0.0
367902.615848,0.010,0.0
367902.615861,0.010,0.0
367902.615883,0.010,0.0
367902.615903,0.010,0.0
367902.615931,0.010,0.0
367902.615971,0.010,0.0
367902.615989,0.010,0.0
367902.616035,0.010,0.0
367902.616053,0.010,0.0
367902.616077,0.010,0.0
367902.616103,0.010,0.0
367902.616122,0.010,0.0
367902.616136,0.010,0.0
367902.616149,0.010,0.0
367902.616170,0.010,0.0
367902.616206,0.010,0.0
367902.616233,0.010,0.0
367902.616258,0.010,0.0
367902.616283,0.010,0.0
367902.616298,0.010,0.0
367902.616312,0.010,0.0
367902.616332,0.010,0.0
367902.616345,0.010,0.0
367902.616358,0.010,0.0
367902.616388,0.010,0.0
367902.616402,0.010,0.0
367902.616428,0.010,0.0
367902.616443,0.010,0.0
367902.616461,0.010,0.0
367902.616482,0.010,0.0
367902.616496,0.010,0.0
367902.616509,0.010,0.0
367902.616528,0.010,0.0
367902.616542,0.010,0.0
367902.616555,0.010,0.0
367902.616572,0.010,0.0
367902.616586,0.010,0.0
367902.616599,0.010,0.0
367902.616618,0.010,0.0
367902.616632,0.010,0.0
367902.616645,0.010,0.0
367902.616658,0.010,0.0
367902.616677,0.010,0.0
367902.616691,0.010,0.0
367902.616710,0.010,0.0
367902.616731,0.010,0.0
367902.616745,0.010,0.0
367902.616758,0.010,0.0
367902.616777,0.010,0.0
367902.616791,0.010,0.0
367902.616804,0.010,0.0
367902.616821,0.010,0.0
367902.616835,0.010,0.0
367902.616848,0.010,0.0
367902.616861,0.010,0.0
367902.616881,0.010,0.0
367902.616894,0.010,0.0
367902.616907,0.010,0.0
367902.616926,0.010,0.0
367902.616939,0.010,0.0
367902.616957,0.010,0.0
367902.616991,0.010,0.0
367902.617005,0.010,0.0
367902.617023,0.010,0.0
367902.617037,0.010,0.0
367902.617050,0.010,0.0
367902.617069,0.010,0.0
367902.617083,0.010,0.0
367902.617096,0.010,0.0
367902.617110,0.010,0.0
367902.617129,0.010,0.0
367902.617143,0.010,0.0
367902.617156,0.010,0.0
367902.617174,0.010,0.0
367902.617188,0.010,0.0
367902.617206,0.010,0.0
367902.617228,0.010,0.0
367902.617242,0.010,0.0
367902.617255,0.010,0.0
367902.617272,0.010,0.0
367902.617286,0.010,0.0
367902.617299,0.010,0.0
367902.617318,0.010,0.0
367902.617332,0.010,0.0
367902.617345,0.010,0.0
367902.617359,0.010,0.0
367902.617378,0.010,0.0
367902.617391,0.010,0.0
367902.617405,0.010,0.0
367902.617422,0.010,0.0
367902.617435,0.010,0.0
367902.617460,0.010,0.0
367902.617483,0.010,0.0
367902.617497,0.010,0.0
367902.617517,0.010,0.0
367902.617534,0.010,0.0
367902.617550,0.010,0.0
367902.617579,0.010,0.0
367902.617594,0.010,0.0
367902.617608,0.010,0.0
367902.617629,0.010,0.0
367902.617643,0.010,0.0
367902.617657,0.010,0.0
367902.617677,0.010,0.0
367902.617691,0.010,0.0
367902.617710,0.010,0.0
367902.617733,0.010,0.0
367902.617747,0.010,0.0
367902.617767,0.010,0.0
367902.617782,0.010,0.0
367902.617796,0.010,0.0
367902.617809,0.010,0.0
367902.617830,0.010,0.0
367902.617844,0.010,0.0
367902.617858,0.010,0.0
367902.617878,0.010,0.0
367902.617892,0.010,0.0
367902.617906,0.010,0.0
367902.617936,0.010,0.0
367902.617966,0.010,0.0
367902.617983,0.010,0.0
367902.617997,0.010,0.0
367902.618017,0.010,0.0
367902.618031,0.010,0.0
367902.618046,0.010,0.0
367902.618060,0.010,0.0
367902.618080,0.010,0.0
367902.618094,0.010,0.0
367902.618108,0.010,0.0
367902.618128,0.010,0.0
367902.618143,0.010,0.0
367902.618157,0.010,0.0
367902.618177,0.010,0.0
367902.618191,0.010,0.0
367902.618216,0.010,0.0
367902.618233,0.010,0.0
367902.618247,0.010,0.0
367902.618267,0.010,0.0
367902.618281,0.010,0.0
367902.618295,0.010,0.0
367902.618309,0.010,0.0
367902.618330,0.010,0.0
367902.618344,0.010,0.0
367902.618358,0.010,0.0
367902.618379,0.010,0.0
367902.618393,0.010,0.0
367902.618407,0.010,0.0
367902.618426,0.010,0.0
367902.618440,0.010,0.0
367902.618465,0.010,0.0
367902.618483,0.010,0.0
367902.618498,0.010,0.0
367902.618521,0.010,0.0
367902.618545,0.010,0.0
367902.618560,0.010,0.0
367902.618614,0.010,0.0
367902.618630,0.010,0.0
367902.618644,0.010,0.0
367902.618659,0.010,0.0
367902.618673,0.010,0.0
367902.618720,0.010,0.0
367902.618738,0.010,0.0
367902.618752,0.010,0.0
367902.618766,0.010,0.0
367902.618780,0.010,0.0
367902.618794,0.010,0.0
367902.618808,0.010,0.0
367902.618822,0.010,0.0
367902.618837,0.010,0.0
367902.618851,0.010,0.0
367902.618865,0.010,0.0
367902.618878,0.010,0.0
367902.618892,0.010,0.0
367902.618909,0.010,0.0
367902.618923,0.010,0.0
367902.618966,0.010,0.0
367902.618985,0.010,0.0
367902.619000,0.010,0.0
367902.619014,0.010,0.0
367902.619028,0.010,0.0
367902.619042,0.010,0.0
367902.619056,0.010,0.0
367902.619070,0.010,0.0
367902.619084,0.010,0.0
367902.619098,0.010,0.0
367902.619112,0.010,0.0
367902.619126,0.010,0.0
367902.619139,0.010,0.0
367902.619153,0.010,0.0
367902.619167,0.010,0.0
367902.619181,0.010,0.0
367902.619216,0.010,0.0
367902.619232,0.010,0.0
367902.619246,0.010,0.0
367902.619260,0.010,0.0
367902.619274,0.010,0.0
367902.619288,0.010,0.0
367902.619301,0.010,0.0
367902.619315,0.010,0.0
367902.619329,0.010,0.0
367902.619343,0.010,0.0
367902.619357,0.010,0.0
367902.619371,0.010,0.0
367902.619385,0.010,0.0
367902.619399,0.010,0.0
367902.619413,0.010,0.0
367902.619427,0.010,0.0
367902.619460,0.010,0.0
367902.619479,0.010,0.0
367902.619493,0.010,0.0
367902.619507,0.010,0.0
367902.619521,0.010,0.0
367902.619535,0.010,0.0
367902.619549,0.010,0.0
367902.619563,0.010,0.0
367902.619577,0.010,0.0
367902.619591,0.010,0.0
367902.619605,0.010,0.0
367902.619619,0.010,0.0
367902.619633,0.010,0.0
367902.619647,0.010,0.0
367902.619661,0.010,0.0
367902.619675,0.010,0.0
367902.619710,0.010,0.0
367902.619729,0.010,0.0
367902.619744,0.010,0.0
367902.619759,0.010,0.0
367902.619772,0.010,0.0
367902.619786,0.010,0.0
367902.619800,0.010,0.0
367902.619814,0.010,0.0
367902.619828,0.010,0.0
367902.619842,0.010,0.0
367902.619857,0.010,0.0
367902.619870,0.010,0.0
367902.619885,0.010,0.0
367902.619899,0.010,0.0
367902.619913,0.010,0.0
367902.619927,0.010,0.0
367902.619960,0.010,0.0
367902.619978,0.010,0.0
367902.619992,0.010,0.0
367902.620014,0.010,0.0
367902.620038,0.010,0.0
367902.620052,0.010,0.0
367902.620066,0.010,0.0
367902.620080,0.010,0.0
367902.620094,0.010,0.0
367902.620108,0.010,0.0
367902.620122,0.010,0.0
367902.620136,0.010,0.0
367902.620150,0.010,0.0
367902.620164,0.010,0.0
367902.620178,0.010,0.0
367902.620227,0.010,0.0
367902.620245,0.010,0.0
367902.620259,0.010,0.0
367902.620274,0.010,0.0
367902.620288,0.010,0.0
367902.620302,0.010,0.0
367902.620316,0.010,0.0
367902.620330,0.010,0.0
367902.620344,0.010,0.0
367902.620358,0.010,0.0
367902.620372,0.010,0.0
367902.620386,0.010,0.0
367902.620400,0.010,0.0
367902.620414,0.010,0.0
367902.620428,0.010,0.0
367902.620463,0.010,0.0
367902.620480,0.010,0.0
367902.620494,0.010,0.0
367902.620508,0.010,0.0
367902.620522,0.010,0.0
367902.620536,0.010,0.0
367902.620550,0.010,0.0
367902.620564,0.010,0.0
367902.620578,0.010,0.0
367902.620592,0.010,0.0
367902.620606,0.010,0.0
367902.620620,0.010,0.0
367902.620634,0.010,0.0
367902.620648,0.010,0.0
367902.620662,0.010,0.0
367902.620676,0.010,0.0
367902.620710,0.010,0.0
367902.620728,0.010,0.0
367902.620743,0.010,0.0
367902.620757,0.010,0.0
367902.620771,0.010,0.0
367902.620785,0.010,0.0
367902.620799,0.010,0.0
367902.620813,0.010,0.0
367902.620828,0.010,0.0
367902.620842,0.010,0.0
367902.620856,0.010,0.0
367902.620871,0.010,0.0
367902.620885,0.010,0.0
367902.620899,0.010,0.0
367902.620913,0.010,0.0
367902.620927,0.010,0.0
367902.620963,0.010,0.0
367902.620982,0.010,0.0
367902.620996,0.010,0.0
367902.621010,0.010,0.0
367902.621024,0.010,0.0
367902.621038,0.010,0.0
367902.621053,0.010,0.0
367902.621067,0.010,0.0
367902.621081,0.010,0.0
367902.621095,0.010,0.0
367902.621109,0.010,0.0
367902.621123,0.010,0.0
367902.621137,0.010,0.0
367902.621151,0.010,0.0
367902.621165,0.010,0.0
367902.621180,0.010,0.0
367902.621217,0.010,0.0
367902.621234,0.010,0.0
367902.621249,0.010,0.0
367902.621263,0.010,0.0
367902.621277,0.010,0.0
367902.621291,0.010,0.0
367902.621306,0.010,0.0
367902.621320,0.010,0.0
367902.621334,0.010,0.0
367902.621380,0.010,0.0
367902.621395,0.010,0.0
367902.621409,0.010,0.0
367902.621423,0.010,0.0
367902.621460,0.010,0.0
367902.621477,0.010,0.0
